Gene ID	source_id	Gene Name or Symbol	gene_source_id	sense - salivary gland sporozoites - unique only	Transcriptomic Analysis of Cultured Sporozoites - Sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	Transcriptomic Analysis of Cultured Sporozoites - Cultured sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	
PF3D7_1006000	PF3D7_1006000.1	IMP4	PF3D7_1006000	27.92	63.68	109.69	
PF3D7_1006100	PF3D7_1006100.1	NOT5	PF3D7_1006100	9.78	2.58	17.92	
PF3D7_1006200	PF3D7_1006200.1	ALBA3	PF3D7_1006200	496.93	695.09	201.34	
PF3D7_1006300	PF3D7_1006300.1	N/A	PF3D7_1006300	6.34	12.81	74.36	
PF3D7_1006400	PF3D7_1006400.1	N/A	PF3D7_1006400	5.8	8.61	56.97	
PF3D7_1006500	PF3D7_1006500.1	N/A	PF3D7_1006500	8.33	9.3	20.72	
PF3D7_1006600	PF3D7_1006600.1	PhLP3	PF3D7_1006600	53.77	11.89	97.25	
PF3D7_1006700	PF3D7_1006700.1	N/A	PF3D7_1006700	21.04	90.6	291.73	
PF3D7_1006800	PF3D7_1006800.1	GBP2	PF3D7_1006800	28.12	102.62	334.38	
PF3D7_1006900	PF3D7_1006900.1	N/A	PF3D7_1006900	28.99	6.4	82.33	
PF3D7_1007000	PF3D7_1007000.1	TMEM147	PF3D7_1007000	6	2.33	24.58	
PF3D7_1007100	PF3D7_1007100.1	N/A	PF3D7_1007100	16.68	5.6	35.88	
PF3D7_1007200	PF3D7_1007200.1	N/A	PF3D7_1007200	279.06	79.5	12.94	
PF3D7_1007300	PF3D7_1007300.1	N/A	PF3D7_1007300	1.61	2.33	58.32	
PF3D7_1007400	PF3D7_1007400.1	N/A	PF3D7_1007400	5.76	3.75	33.23	
PF3D7_1007500	PF3D7_1007500.1	N/A	PF3D7_1007500	1.16	3.12	42.41	
PF3D7_1007600	PF3D7_1007600.1	N/A	PF3D7_1007600	8.06	9.93	69.04	
PF3D7_1007700	PF3D7_1007700.1	AP2-I	PF3D7_1007700	284.33	413.42	91.74	
PF3D7_1007800	PF3D7_1007800.1	N/A	PF3D7_1007800	1.35	1.35	40.73	
PF3D7_1007900	PF3D7_1007900.1	EIF3D	PF3D7_1007900	6.81	14.86	89.05	
PF3D7_1008000	PF3D7_1008000.1	HDA2	PF3D7_1008000	4.59	2.77	46.49	
PF3D7_1008100	PF3D7_1008100.1	PHD1	PF3D7_1008100	58.14	118.26	60.96	
PF3D7_1008200	PF3D7_1008200.1	N/A	PF3D7_1008200	3.01	1.31	31.16	
PF3D7_1008300	PF3D7_1008300.1	N/A	PF3D7_1008300	0	4.05	23.58	
PF3D7_1008400	PF3D7_1008400.1	RPT2	PF3D7_1008400	102.08	147.24	105.89	
PF3D7_1008500	PF3D7_1008500.1	N/A	PF3D7_1008500	23.91	39.95	41.75	
PF3D7_1008600	PF3D7_1008600.1	N/A	PF3D7_1008600	758.04	455.89	53.11	
PF3D7_1008700	PF3D7_1008700.1	N/A	PF3D7_1008700	99.47	154.76	138.86	
PF3D7_1008800	PF3D7_1008800.1	NOP5	PF3D7_1008800	21.08	48.35	152.95	
PF3D7_1008900	PF3D7_1008900.1	AK1	PF3D7_1008900	7.4	6.39	59.59	
PF3D7_1009000	PF3D7_1009000.1	DPH5	PF3D7_1009000	2.3	1.5	45.8	
PF3D7_1009100	PF3D7_1009100.1	N/A	PF3D7_1009100	0.24	0.19	9.38	
PF3D7_1009200	PF3D7_1009200.1	N/A	PF3D7_1009200	1.47	0.9	24.67	
PF3D7_1009300	PF3D7_1009300.1	N/A	PF3D7_1009300	0.84	0.32	70.71	
PF3D7_1009400	PF3D7_1009400.1	ZNF2	PF3D7_1009400	2.88	0.47	244.42	
PF3D7_1009500	PF3D7_1009500.1	N/A	PF3D7_1009500	11.7	2.13	29.35	
PF3D7_1009600	PF3D7_1009600.1	PPM10	PF3D7_1009600	4.35	2.09	51.99	
PF3D7_1009700	PF3D7_1009700.1	N/A	PF3D7_1009700	3.83	2.32	25.03	
PF3D7_1009800	PF3D7_1009800.1	N/A	PF3D7_1009800	14.88	15.57	34.55	
PF3D7_1009900	PF3D7_1009900.1	N/A	PF3D7_1009900	15.53	14.22	39.91	
PF3D7_1010000	PF3D7_1010000.1	N/A	PF3D7_1010000	120.39	34.6	40.34	
PF3D7_1010100	PF3D7_1010100.1	N/A	PF3D7_1010100	56.67	115.38	160.75	
PF3D7_1010200	PF3D7_1010200.1	N/A	PF3D7_1010200	2.82	0.87	97.26	
PF3D7_1010300	PF3D7_1010300.1	SDH4	PF3D7_1010300	19.15	6.53	47.56	
PF3D7_1010400	PF3D7_1010400.1	N/A	PF3D7_1010400	4.6	4.99	307.82	
PF3D7_1010500	PF3D7_1010500.1	N/A	PF3D7_1010500	0	0.29	88.79	
PF3D7_1010600	PF3D7_1010600.1	eIF2beta	PF3D7_1010600	22.27	68.05	223.15	
PF3D7_1010700	PF3D7_1010700.1	N/A	PF3D7_1010700	13.34	4.12	57.7	
PF3D7_1010800	PF3D7_1010800.1	N/A	PF3D7_1010800	26.77	4.86	25	
PF3D7_1010900	PF3D7_1010900.1	N/A	PF3D7_1010900	9.43	8.05	61.86	
PF3D7_1011000	PF3D7_1011000.1	ISP1	PF3D7_1011000	1.38	0.17	29.6	
PF3D7_1011100	PF3D7_1011100.1	N/A	PF3D7_1011100	2.82	1.55	43.72	
PF3D7_1011200	PF3D7_1011200.1	BET1	PF3D7_1011200	0	1.25	71.77	
PF3D7_1011200	PF3D7_1011200.2	BET1	PF3D7_1011200	0	1.25	71.77	
PF3D7_1011300	PF3D7_1011300.1	ARV1	PF3D7_1011300	10.09	3.84	29.98	
PF3D7_1011400	PF3D7_1011400.1	N/A	PF3D7_1011400	88.61	4.46	122.78	
PF3D7_1011500	PF3D7_1011500.1	N/A	PF3D7_1011500	1506.62	1311.19	40.47	
PF3D7_1011600	PF3D7_1011600.1	N/A	PF3D7_1011600	1.59	2.78	17.89	
PF3D7_1011700	PF3D7_1011700.1	RAD23	PF3D7_1011700	1.95	8.96	65.67	
PF3D7_1011800	PF3D7_1011800.1	PREBP	PF3D7_1011800	30.67	611.67	312.63	
PF3D7_1011900	PF3D7_1011900.1	HO	PF3D7_1011900	7.66	9.68	41.62	
PF3D7_1012000	PF3D7_1012000.1	N/A	PF3D7_1012000	11.34	9.97	103.87	
PF3D7_1012100	PF3D7_1012100.1	N/A	PF3D7_1012100	1.63	0.44	29.18	
PF3D7_1012200	PF3D7_1012200.1	RA	PF3D7_1012200	2.46	0.54	29.22	
PF3D7_1012300	PF3D7_1012300.1	QCR7	PF3D7_1012300	33.61	22.77	45.21	
PF3D7_1012400	PF3D7_1012400.1	HGPRT	PF3D7_1012400	1.64	1.88	31.11	
PF3D7_1012500	PF3D7_1012500.1	N/A	PF3D7_1012500	1.63	0.2	24.54	
PF3D7_1012600	PF3D7_1012600.1	GMPS	PF3D7_1012600	0.68	0.22	26.81	
PF3D7_1012700	PF3D7_1012700.1	NIF4	PF3D7_1012700	1.07	0.35	29.14	
PF3D7_1012800	PF3D7_1012800.1	N/A	PF3D7_1012800	3.34	0.65	12.6	
PF3D7_1012900	PF3D7_1012900.1	ATG18	PF3D7_1012900	36.95	85.45	75.77	
PF3D7_1013000	PF3D7_1013000.1	N/A	PF3D7_1013000	4.43	6.71	25.8	
PF3D7_1013100	PF3D7_1013100.1	UTP13	PF3D7_1013100	5.77	20.68	62.81	
PF3D7_1013200	PF3D7_1013200.1	N/A	PF3D7_1013200	33.05	45.41	81.63	
PF3D7_1013300	PF3D7_1013300.1	N/A	PF3D7_1013300	1.33	1.31	36.22	
PF3D7_1013400	PF3D7_1013400.1	N/A	PF3D7_1013400	6.17	5.84	33.63	
PF3D7_1013500	PF3D7_1013500.1	PI-PLC	PF3D7_1013500	18.56	17.69	31.75	
PF3D7_1013600	PF3D7_1013600.1	N/A	PF3D7_1013600	1.29	0.42	22.18	
PF3D7_1013700	PF3D7_1013700.1	N/A	PF3D7_1013700	7.01	0.63	75.17	
PF3D7_1013800	PF3D7_1013800.1	N/A	PF3D7_1013800	7.46	1.99	127.36	
PF3D7_1013900	PF3D7_1013900.1	N/A	PF3D7_1013900	2.75	4.97	76.96	
PF3D7_1014000	PF3D7_1014000.1	FS	PF3D7_1014000	0.73	0.28	12.17	
PF3D7_1014100	PF3D7_1014100.1	MSA180	PF3D7_1014100	3.65	0.92	61.03	
PF3D7_1014200	PF3D7_1014200.1	HAP2	PF3D7_1014200	3.34	1.8	56.81	
PF3D7_1014300	PF3D7_1014300.1	N/A	PF3D7_1014300	14.97	43.08	79.08	
PF3D7_1014400	PF3D7_1014400.1	MRK	PF3D7_1014400	2.73	0.15	64.44	
PF3D7_1014500	PF3D7_1014500.1	N/A	PF3D7_1014500	0.98	0.49	24.09	
PF3D7_1014600	PF3D7_1014600.1	ADA2	PF3D7_1014600	85.77	316.76	130.11	
PF3D7_1014700	PF3D7_1014700.1	PHB2	PF3D7_1014700	1.25	0.8	39.74	
PF3D7_1014800	PF3D7_1014800.1	N/A	PF3D7_1014800	0.85	0.15	37.17	
PF3D7_1014900	PF3D7_1014900.1	KIC8	PF3D7_1014900	2.01	0.42	54.57	
PF3D7_1015000	PF3D7_1015000.1	N/A	PF3D7_1015000	7.12	0.37	17.49	
PF3D7_1015100	PF3D7_1015100.1	N/A	PF3D7_1015100	2.23	0.37	24.83	
PF3D7_1015200	PF3D7_1015200.1	CysRS	PF3D7_1015200	1.8	0.25	60.66	
PF3D7_1015200	PF3D7_1015200.2	CysRS	PF3D7_1015200	1.8	0.25	60.66	
PF3D7_1015200	PF3D7_1015200.3	CysRS	PF3D7_1015200	1.8	0.25	60.66	
PF3D7_1015300	PF3D7_1015300.1	METAP1b	PF3D7_1015300	0.98	0.33	27.14	
PF3D7_1015400	PF3D7_1015400.1	N/A	PF3D7_1015400	1.74	0.19	18.53	
PF3D7_1015500	PF3D7_1015500.1	N/A	PF3D7_1015500	2.26	0.24	23.43	
PF3D7_1015600	PF3D7_1015600.1	HSP60	PF3D7_1015600	20.4	8.27	59.26	
PF3D7_1015700	PF3D7_1015700.1	N/A	PF3D7_1015700	0	0.36	24.15	
PF3D7_1015700	PF3D7_1015700.2	N/A	PF3D7_1015700	0	0.36	24.15	
PF3D7_1015800	PF3D7_1015800.1	N/A	PF3D7_1015800	0.38	0.87	24.15	
PF3D7_1015900	PF3D7_1015900.1	ENO	PF3D7_1015900	9.45	15.15	61.73	
PF3D7_1016000	PF3D7_1016000.1	N/A	PF3D7_1016000	171.75	113.85	47.79	
PF3D7_1016100	PF3D7_1016100.1	N/A	PF3D7_1016100	3.33	6.49	34.92	
PF3D7_1016200	PF3D7_1016200.1	N/A	PF3D7_1016200	5.6	0.91	19	
PF3D7_1016300	PF3D7_1016300.1	GBP130	PF3D7_1016300	1.73	0.68	185.59	
PF3D7_1016400	PF3D7_1016400.1	FIKK10.1	PF3D7_1016400	3.21	0.44	106.79	
PF3D7_1016500	PF3D7_1016500.1	N/A	PF3D7_1016500	5.11	10.75	37.83	
PF3D7_1016600	PF3D7_1016600.1	N/A	PF3D7_1016600	1.28	0.65	10.96	
PF3D7_1016700	PF3D7_1016700.1	N/A	PF3D7_1016700	14	5.11	84.4	
PF3D7_1016800	PF3D7_1016800.1	N/A	PF3D7_1016800	55.17	85.4	85.35	
PF3D7_1016900	PF3D7_1016900.1	ETRAMP10.3	PF3D7_1016900	1495.66	1671.44	318.06	
PF3D7_1017000	PF3D7_1017000.1	N/A	PF3D7_1017000	123.1	80.2	41.48	
PF3D7_1017100	PF3D7_1017100.1	RON12	PF3D7_1017100	12.81	19.52	48.53	
PF3D7_1017200	PF3D7_1017200.1	N/A	PF3D7_1017200	2.23	2.24	37.31	
PF3D7_1017300	PF3D7_1017300.1	GRASP	PF3D7_1017300	13.94	22.43	43.42	
PF3D7_1017300	PF3D7_1017300.2	GRASP	PF3D7_1017300	13.94	22.43	43.42	
PF3D7_1017400	PF3D7_1017400.1	PMM	PF3D7_1017400	221.72	38.85	55.25	
PF3D7_1017500	PF3D7_1017500.1	ELC	PF3D7_1017500	3079.86	1678.83	70.58	
PF3D7_1017600	PF3D7_1017600.1	N/A	PF3D7_1017600	3.46	14.71	213.47	
PF3D7_1017700	PF3D7_1017700.1	N/A	PF3D7_1017700	50.2	168.57	114.49	
PF3D7_1017800	PF3D7_1017800.1	N/A	PF3D7_1017800	12.54	26.54	28.42	
PF3D7_1017900	PF3D7_1017900.1	RPN5	PF3D7_1017900	35.93	102.3	154.41	
PF3D7_1018000	PF3D7_1018000.1	N/A	PF3D7_1018000	7.48	8.66	60.2	
PF3D7_1018100	PF3D7_1018100.1	N/A	PF3D7_1018100	0.9	3.52	30.33	
PF3D7_1018200	PF3D7_1018200.1	PPP8	PF3D7_1018200	4.54	7.74	96.36	
PF3D7_1018300	PF3D7_1018300.1	N/A	PF3D7_1018300	19.4	28.22	141.97	
PF3D7_1018400	PF3D7_1018400.1	N/A	PF3D7_1018400	8.68	3.16	23.58	
PF3D7_1018500	PF3D7_1018500.1	RDS3	PF3D7_1018500	21.08	8.89	101.5	
PF3D7_1018600	PF3D7_1018600.1	N/A	PF3D7_1018600	21.14	54.64	60.64	
PF3D7_1018700	PF3D7_1018700.1	N/A	PF3D7_1018700	131.35	250.62	226.71	
PF3D7_1018800	PF3D7_1018800.1	N/A	PF3D7_1018800	5.46	3.97	36.52	
PF3D7_1018900	PF3D7_1018900.1	N/A	PF3D7_1018900	9.03	10.9	104.6	
PF3D7_1019000	PF3D7_1019000.1	N/A	PF3D7_1019000	72.21	221.29	151.19	
PF3D7_1019100	PF3D7_1019100.1	N/A	PF3D7_1019100	3.53	0.54	63.6	
PF3D7_1019200	PF3D7_1019200.1	N/A	PF3D7_1019200	0.79	0.38	53.95	
PF3D7_1019300	PF3D7_1019300.1	N/A	PF3D7_1019300	18.45	30.78	81.57	
PF3D7_1019400	PF3D7_1019400.1	N/A	PF3D7_1019400	64.95	12.47	156.65	
PF3D7_1019500	PF3D7_1019500.1	N/A	PF3D7_1019500	45.62	9.78	33.99	
PF3D7_1019500	PF3D7_1019500.2	N/A	PF3D7_1019500	45.62	9.78	33.99	
PF3D7_1019600	PF3D7_1019600.1	N/A	PF3D7_1019600	9.06	2.89	31.43	
PF3D7_1019700	PF3D7_1019700.1	N/A	PF3D7_1019700	4.73	7.66	115.53	
PF3D7_1019800	PF3D7_1019800.1	N/A	PF3D7_1019800	13	17.83	32.91	
PF3D7_1019900	PF3D7_1019900.1	ATG8	PF3D7_1019900	71.39	67.4	123.01	
PF3D7_1020000	PF3D7_1020000.1	RBM34	PF3D7_1020000	55.17	29.54	131.28	
PF3D7_1020100	PF3D7_1020100.1	N/A	PF3D7_1020100	2.56	0.71	30.06	
PF3D7_1020200	PF3D7_1020200.1	N/A	PF3D7_1020200	3.98	6.13	78.25	
PF3D7_1020300	PF3D7_1020300.1	N/A	PF3D7_1020300	7.46	36.7	36.88	
PF3D7_1020400	PF3D7_1020400.1	RCM1	PF3D7_1020400	14.68	12.3	25.23	
PF3D7_1020500	PF3D7_1020500.1	N/A	PF3D7_1020500	33.26	58.85	47.08	
PF3D7_1020600	PF3D7_1020600.1	N/A	PF3D7_1020600	14.14	12.53	38.24	
PF3D7_1020700	PF3D7_1020700.1	N/A	PF3D7_1020700	7.2	2.64	88.58	
PF3D7_1020800	PF3D7_1020800.1	DLAT	PF3D7_1020800	136.79	209.65	116.93	
PF3D7_1020900	PF3D7_1020900.1	ARF1	PF3D7_1020900	104.99	239.99	86.04	
PF3D7_1021000	PF3D7_1021000.1	N/A	PF3D7_1021000	12.58	2.95	40.51	
PF3D7_1021100	PF3D7_1021100.1	N/A	PF3D7_1021100	7.45	10.07	37.32	
PF3D7_1021200	PF3D7_1021200.1	N/A	PF3D7_1021200	16.26	39.44	57.56	
PF3D7_1021300	PF3D7_1021300.1	N/A	PF3D7_1021300	1.84	15.74	59.09	
PF3D7_1021400	PF3D7_1021400.1	N/A	PF3D7_1021400	19.55	98.29	38.5	
PF3D7_1021500	PF3D7_1021500.1	ROK1	PF3D7_1021500	13.11	60.61	70.02	
PF3D7_1021600	PF3D7_1021600.1	DPA	PF3D7_1021600	12.97	18.85	98.98	
PF3D7_1021700	PF3D7_1021700.1	N/A	PF3D7_1021700	16.14	6.8	42.71	
PF3D7_1021800	PF3D7_1021800.1	SEA1	PF3D7_1021800	18.54	325.72	207.65	
PF3D7_1021900	PF3D7_1021900.1	N/A	PF3D7_1021900	125.77	1500.58	155.01	
PF3D7_1022000	PF3D7_1022000.1	N/A	PF3D7_1022000	102.39	345.23	100.32	
PF3D7_1022100	PF3D7_1022100.1	N/A	PF3D7_1022100	1.46	8.31	66.76	
PF3D7_1022200	PF3D7_1022200.1	N/A	PF3D7_1022200	8.02	23.93	40.5	
PF3D7_1022300	PF3D7_1022300.1	ZIPCO	PF3D7_1022300	117.5	112.38	25.61	
PF3D7_1022400	PF3D7_1022400.1	SRSF4	PF3D7_1022400	4.05	8.69	225.78	
PF3D7_1022500	PF3D7_1022500.1	CS	PF3D7_1022500	402.03	110.46	23.25	
PF3D7_1022600	PF3D7_1022600.1	Kelch10	PF3D7_1022600	2.08	3.08	64.3	
PF3D7_1022700	PF3D7_1022700.1	N/A	PF3D7_1022700	339.38	251.85	91.26	
PF3D7_1022800	PF3D7_1022800.1	ISPG	PF3D7_1022800	14.23	31.46	72.5	
PF3D7_1022900	PF3D7_1022900.1	N/A	PF3D7_1022900	8.73	7.75	57.47	
PF3D7_1023000	PF3D7_1023000.1	N/A	PF3D7_1023000	211.46	269.94	37.6	
PF3D7_1023100	PF3D7_1023100.1	N/A	PF3D7_1023100	14.51	25.28	54.5	
PF3D7_1023200	PF3D7_1023200.1	OMPDC	PF3D7_1023200	4.64	0.67	52.7	
PF3D7_1023300	PF3D7_1023300.1	N/A	PF3D7_1023300	17.9	6.07	40.68	
PF3D7_1023400	PF3D7_1023400.1	N/A	PF3D7_1023400	40.65	12.26	63.05	
PF3D7_1023500	PF3D7_1023500.1	N/A	PF3D7_1023500	9.37	5.95	12.51	
PF3D7_1023600	PF3D7_1023600.1	N/A	PF3D7_1023600	3.41	2.08	71.81	
PF3D7_1023700	PF3D7_1023700.1	N/A	PF3D7_1023700	1.61	8.81	24.14	
PF3D7_1023800	PF3D7_1023800.1	N/A	PF3D7_1023800	957.29	1387.09	48.41	
PF3D7_1023900	PF3D7_1023900.1	CHD1	PF3D7_1023900	88.64	2125.94	277.91	
PF3D7_1024000	PF3D7_1024000.1	N/A	PF3D7_1024000	83.93	117.11	69.55	
PF3D7_1024100	PF3D7_1024100.1	N/A	PF3D7_1024100	115.45	215.34	60.74	
PF3D7_1024200	PF3D7_1024200.1	N/A	PF3D7_1024200	4.88	9.5	48.63	
PF3D7_1024300	PF3D7_1024300.1	N/A	PF3D7_1024300	20.73	17.24	61.21	
PF3D7_1024400	PF3D7_1024400.1	N/A	PF3D7_1024400	1.26	0.63	38.82	
PF3D7_1024500	PF3D7_1024500.1	N/A	PF3D7_1024500	2.21	2.29	59.27	
PF3D7_1024600	PF3D7_1024600.1	N/A	PF3D7_1024600	2.53	1.12	23.04	
PF3D7_1024700	PF3D7_1024700.1	N/A	PF3D7_1024700	4.38	2.25	89.78	
PF3D7_1024800	PF3D7_1024800.1	EXP3	PF3D7_1024800	9.67	69.82	107.7	
PF3D7_1024900	PF3D7_1024900.1	N/A	PF3D7_1024900	1.39	0.28	23.01	
PF3D7_1025000	PF3D7_1025000.1	EPS15	PF3D7_1025000	25.14	27.35	79.24	
PF3D7_1025100	PF3D7_1025100.1	GFPT	PF3D7_1025100	2.58	0.85	13.7	
PF3D7_1025200	PF3D7_1025200.1	ATP12	PF3D7_1025200	6.58	4.24	25.29	
PF3D7_1025300	PF3D7_1025300.1	N/A	PF3D7_1025300	4.37	6.76	27.95	
PF3D7_1025400	PF3D7_1025400.1	N/A	PF3D7_1025400	2.91	3.43	61.64	
PF3D7_1025500	PF3D7_1025500.1	N/A	PF3D7_1025500	6.11	2.5	40.05	
PF3D7_1025600	PF3D7_1025600.1	COX17	PF3D7_1025600	164.17	10	82.54	
PF3D7_1025700	PF3D7_1025700.1	N/A	PF3D7_1025700	82.67	8.78	47.42	
PF3D7_1025800	PF3D7_1025800.1	N/A	PF3D7_1025800	0	1.43	59.65	
PF3D7_1025900	PF3D7_1025900.1	N/A	PF3D7_1025900	11.02	21.53	119.2	
PF3D7_1026000	PF3D7_1026000.1	N/A	PF3D7_1026000	130.96	904.71	214.85	
PF3D7_1026100	PF3D7_1026100.1	N/A	PF3D7_1026100	98.37	31	23.95	
PF3D7_1026200	PF3D7_1026200.1	N/A	PF3D7_1026200	5.67	2.27	56.38	
PF3D7_1026300	PF3D7_1026300.1	N/A	PF3D7_1026300	6.57	4.85	54.06	
PF3D7_1026400	PF3D7_1026400.1	CDC20	PF3D7_1026400	593.85	323.62	49.04	
PF3D7_1026500	PF3D7_1026500.1	N/A	PF3D7_1026500	16084.31	706.48	71.08	
PF3D7_1026600	PF3D7_1026600.1	N/A	PF3D7_1026600	367.02	1508.3	93.08	
PF3D7_1026800	PF3D7_1026800.1	RPS2	PF3D7_1026800	111.9	114.68	102.73	
PF3D7_1026900	PF3D7_1026900.1	HCS1	PF3D7_1026900	289.61	529.6	44.45	
PF3D7_1027000	PF3D7_1027000.1	N/A	PF3D7_1027000	13.37	50.33	60.83	
PF3D7_1027100	PF3D7_1027100.1	MPP10	PF3D7_1027100	13.01	62.06	175.07	
PF3D7_1027200	PF3D7_1027200.1	N/A	PF3D7_1027200	5.9	4.89	84.11	
PF3D7_1027300	PF3D7_1027300.1	nPrx	PF3D7_1027300	23.14	442.99	657.24	
PF3D7_1027400	PF3D7_1027400.1	RPB7	PF3D7_1027400	8.48	0.95	44.25	
PF3D7_1027500	PF3D7_1027500.1	N/A	PF3D7_1027500	1.74	0.67	19.38	
PF3D7_1027600	PF3D7_1027600.1	SPO11-2	PF3D7_1027600	3.1	3.46	27.99	
PF3D7_1027700	PF3D7_1027700.1	CEN3	PF3D7_1027700	4.7	1.07	59.31	
PF3D7_1027700	PF3D7_1027700.2	CEN3	PF3D7_1027700	4.7	1.07	59.31	
PF3D7_1027800	PF3D7_1027800.1	RPL3	PF3D7_1027800	95.55	48.68	112.5	
PF3D7_1027900	PF3D7_1027900.1	DHHC10	PF3D7_1027900	2.49	0.42	48.16	
PF3D7_1028000	PF3D7_1028000.1	N/A	PF3D7_1028000	4.95	1.8	109.66	
PF3D7_1028100	PF3D7_1028100.1	PPO	PF3D7_1028100	0.42	0.56	23.04	
PF3D7_1028200	PF3D7_1028200.1	N/A	PF3D7_1028200	7.75	0.44	25.21	
PF3D7_1028300	PF3D7_1028300.1	EBP2	PF3D7_1028300	19	31.5	45.68	
PF3D7_1028400	PF3D7_1028400.1	N/A	PF3D7_1028400	12.28	34.36	97.55	
PF3D7_1028500	PF3D7_1028500.1	N/A	PF3D7_1028500	147.2	230.11	99.56	
PF3D7_1028600	PF3D7_1028600.1	N/A	PF3D7_1028600	91.26	101.49	174.69	
PF3D7_1028700	PF3D7_1028700.1	MTRAP	PF3D7_1028700	219.84	469.66	101.8	
PF3D7_1028800	PF3D7_1028800.1	N/A	PF3D7_1028800	7.17	23.87	37.57	
PF3D7_1028900	PF3D7_1028900.1	IMC1m	PF3D7_1028900	8.12	8.73	36.08	
PF3D7_1029000	PF3D7_1029000.1	N/A	PF3D7_1029000	2.43	0.95	37.15	
PF3D7_1029100	PF3D7_1029100.1	N/A	PF3D7_1029100	1.74	0.49	62.19	
PF3D7_1029100	PF3D7_1029100.2	N/A	PF3D7_1029100	1.74	0.49	62.19	
PF3D7_1029200	PF3D7_1029200.1	N/A	PF3D7_1029200	3.02	4.37	43.44	
PF3D7_1029300	PF3D7_1029300.1	N/A	PF3D7_1029300	6.02	12.27	41.08	
PF3D7_1029400	PF3D7_1029400.1	CDC50C	PF3D7_1029400	11.08	10.98	19.83	
PF3D7_1029500	PF3D7_1029500.1	N/A	PF3D7_1029500	0	0.17	17.65	
PF3D7_1029600	PF3D7_1029600.1	ADA	PF3D7_1029600	3.89	5.48	47.94	
PF3D7_1029700	PF3D7_1029700.1	N/A	PF3D7_1029700	146.75	62.27	37.58	
PF3D7_1029800	PF3D7_1029800.1	HPR2	PF3D7_1029800	10.92	6.04	20.35	
PF3D7_1029900	PF3D7_1029900.1	N/A	PF3D7_1029900	32.44	146.72	120.45	
PF3D7_1030000	PF3D7_1030000.1	SPT4	PF3D7_1030000	108.33	37.14	36.26	
PF3D7_1030100	PF3D7_1030100.1	PRP22	PF3D7_1030100	8.3	12.45	75.05	
PF3D7_1030200	PF3D7_1030200.1	CLAMP	PF3D7_1030200	658.35	457.9	68.71	
PF3D7_1030300	PF3D7_1030300.1	N/A	PF3D7_1030300	91.3	334.77	120.47	
PF3D7_1030400	PF3D7_1030400.1	N/A	PF3D7_1030400	0	3.83	26.71	
PF3D7_1030500	PF3D7_1030500.1	RPN9	PF3D7_1030500	0.32	3.02	72.19	
PF3D7_1030600	PF3D7_1030600.1	KAE1	PF3D7_1030600	3.45	6	78.27	
PF3D7_1030700	PF3D7_1030700.1	N/A	PF3D7_1030700	3.54	0.75	9.14	
PF3D7_1030800	PF3D7_1030800.1	N/A	PF3D7_1030800	19.54	12.54	17.05	
PF3D7_1030900	PF3D7_1030900.1	P28	PF3D7_1030900	4.77	2.77	26.49	
PF3D7_1031000	PF3D7_1031000.1	P25	PF3D7_1031000	12.88	6.01	64.04	
PF3D7_1031100	PF3D7_1031100.1	N/A	PF3D7_1031100	5.26	4.72	8.92	
PF3D7_1031200	PF3D7_1031200.1	MORN1	PF3D7_1031200	5.3	25.61	420.51	
PF3D7_1031300	PF3D7_1031300.1	N/A	PF3D7_1031300	2.75	9.69	98.95	
PF3D7_1031400	PF3D7_1031400.1	OTU	PF3D7_1031400	26.04	41.6	64.87	
PF3D7_1031400	PF3D7_1031400.2	OTU	PF3D7_1031400	26.04	41.6	64.87	
PF3D7_1031500	PF3D7_1031500.1	N/A	PF3D7_1031500	40.61	16.66	39.46	
PF3D7_1031600	PF3D7_1031600.1	GEXP15	PF3D7_1031600	4.99	84	248.04	
PF3D7_1031700	PF3D7_1031700.1	I3	PF3D7_1031700	133.53	70.35	62.89	
PF3D7_1031800	PF3D7_1031800.1	N/A	PF3D7_1031800	25.6	3.42	39.53	
PF3D7_1031900	PF3D7_1031900.1	N/A	PF3D7_1031900	63.35	7.31	53.29	
PF3D7_1032000	PF3D7_1032000.1	RimM	PF3D7_1032000	4.95	11.93	115.97	
PF3D7_1032100	PF3D7_1032100.1	DCP1	PF3D7_1032100	99.33	251.04	91.72	
PF3D7_1032200	PF3D7_1032200.1	N/A	PF3D7_1032200	0	3.17	42.45	
PF3D7_1032300	PF3D7_1032300.1	N/A	PF3D7_1032300	5.29	4.59	33.59	
PF3D7_1032400	PF3D7_1032400.1	PIGA	PF3D7_1032400	2.09	1.05	41.14	
PF3D7_1032500	PF3D7_1032500.1	Der1-2	PF3D7_1032500	25.93	6.35	53.06	
PF3D7_1032600	PF3D7_1032600.1	N/A	PF3D7_1032600	2.96	6.64	69.34	
PF3D7_1032700	PF3D7_1032700.1	N/A	PF3D7_1032700	268.02	492.37	102.51	
PF3D7_1032800	PF3D7_1032800.1	LRR1	PF3D7_1032800	2.88	7.05	42.45	
PF3D7_1032900	PF3D7_1032900.1	N/A	PF3D7_1032900	5.09	7.46	41.03	
PF3D7_1033000	PF3D7_1033000.1	HPR1	PF3D7_1033000	8	13.69	62.19	
PF3D7_1033100	PF3D7_1033100.1	AdoMetDC/ODC	PF3D7_1033100	536.62	2919.79	265.59	
